pmcid,methods_materials,definitions_diagnosis_ranges,clusion_criteria,formula,misc
PMC2858204,Outcomes were measured every first week during the treatment period (first 8–10 weeks) and then at three-month intervals.,0,0,0,1
PMC2858204,"Ulcers were graded using the Wagner classification system and ulcer areas were measured using Visitrak Digital (Smith & Nephew, Hull, England) (20).",1,0,0,0
PMC5574429,Research design and methodsOur study focused on adult patients with the diagnosis of DKA between the years of 2008 and 2015 who were admitted to the inpatient services of Riverside University Health System Medical Center.,0,1,0,0
PMC5574429,"Our hospital is a safety-net hospital that serves the residents of Riverside County, California, with approximately 189 000 outpatient visits, 21 900 inpatient admissions, and 100 000 emergency room visits annually.",0,0,0,0
PMC5574429,Our hospital treated patients with DKA with a hospital-wide protocol that used the conventional one-bag system until 2013 when the treatment approach transitioned to the two-bag system (supplementary appendix 1).,0,0,0,0
PMC5574429,"In our hospital, after initial diagnosis of DKA in the emergency room, the DKA protocol is initiated by ER physicians.",0,0,0,0
PMC5574429,"In our institution, the DKA protocol is a hospital-wide protocol, which is followed in the inpatients units as well as in the emergency room.",0,0,0,0
PMC5574429,Any patient who requires an insulin drip automatically gets admitted to the ICU.,0,0,0,0
PMC5574429,"If there is a delay in getting an ICU bed, the protocol is carried out in the ER.",0,0,0,0
PMC5574429,"In our patient population, except a small group of patients with a diagnosis of mild DKA in the ER who improved on subcutaneous insulin therapy, all other patients were admitted for ICU care.",0,1,0,0
PMC5574429,10.1136/bmjdrc-2017-000395.supp1Supplementary file 1,0,0,0,0
PMC5574429,All adult patients over the age of 18 years with an admitting diagnosis of DKA were retrospectively identified from the medical record searching through ICD-9-CM codes 250.10 (DKA in type 1 diabetes) and 250.11 (DKA in type 2 diabetes) diagnosis.,0,1,0,0
PMC5574429,"Once a list of the patients was gathered, the diagnosis of DKA was verified.",0,0,0,0
PMC5574429,"The following criteria were used to define DKA, a blood glucose ≥250 mg/dL and two of the following three criteria: serum bicarbonate (HCO3) <18 mEq/L; serum beta-hydroxybutyrate (BHB) >3 mmol/L; and pH <7.30.",1,0,0,0
PMC5574429,Patients with a diagnosis of hyperosmolar hyperglycemic state as a final diagnosis in the chart were excluded.,0,1,0,0
PMC5574429,"Ketosis from any other etiology, for example, alcoholic ketoacidosis, starvation ketosis, as a final diagnosis in the chart was excluded.",0,1,0,0
PMC5574429,Our chart review confirmed that there were no pregnant patients on our list eliminating any case of DKA associated with pregnancy.,0,0,0,0
PMC5574429,"During initial chart review, we did not include any patient with DKA who was not started on an insulin drip eliminating cases of DKA treated with a subcutaneous insulin protocol.",0,1,0,0
PMC5574429,We identified 383 patients admitted with DKA that received treatment with either the one-bag system (n=249) or the two-bag system (n=143).,0,0,0,0
PMC5574429,"Data were extracted from individual chart review using a standard data collection instrument that recorded the following information at the time of admission: patient’s age and sex, hemoglobin A1c (HgbA1c), body weight, body mass index (BMI), pH, anion gap, admission blood glucose, comorbidities, HCO3, serum BHB, and the time of initiation and discontinuation of the DKA protocol.",0,0,0,0
PMC5574429,"We also captured changes in anion gap, serum glucose, and bicarbonate level as patients received treatment for DKA.",0,0,0,0
PMC5574429,"Study outcomesDuring the treatment of DKA, hyperglycemia is corrected faster than the ketoacidosis.",0,0,0,0
PMC5574429,"Thus, we chose closure of the anion gap as our primary outcome measure which served as a surrogate for the resolution of DKA.",0,0,0,0
PMC5574429,"Our secondary outcome was time to reach plasma glucose <250 mg/dL, time to reach HCO3 level >18 mmol/L, and hospital length of stay.",0,0,0,0
PMC5574429,"Sample size calculationBecause we could not find any prior study focusing on the timing of the closure of the anion gap addressing our research question, we took a small convenience sample of seven patients who were recently admitted with the diagnosis of DKA.",0,0,0,0
PMC5574429,The average time to close the anion gap was 10.4 hours with an SD of 6.4 hours.,0,0,0,0
PMC5574429,We decided that a 15% difference in time from this average would be considered clinically significant.,0,0,0,0
PMC5574429,"Using an effect size of 0.25, an unpaired two-sided t-test, an alpha of 0.05, a beta of 0.2, and a power of 80%, the calculated sample size was 199 per group.",0,0,0,0
PMC5574429,Data analysisThe descriptive analysis comparing the baseline characteristics of the two cohorts used the two-independent samples t-test for continuous variables and χ2 test for proportions for categorical variables.,0,0,0,0
PMC5574429,"Outcome measures comparing the one-bag versus two-bag protocols used the two independent samples t-test to compare the time to closure of the anion gap (primary outcome measure) and time to reach plasma glucose <250 mg/dL, time to reach HCO3 level >18 mmol/L, and hospital length of stay (secondary outcome measures).",0,0,0,1
PMC5574429,The relationship between the time to closure of the anion gap and admission variables was assessed using the Pearson product–moment correlation.,0,0,0,1
PMC5574429,"To further compare the times to closure of the anion gap between the two protocols while statistically controlling for the effects of admission variables that were not of primary interest, an analysis of covariance (ANCOVA) model was developed using time to closure of the anion gap as the dependent variable, and the following admission variables as covariates: patient’s age, weight, BMI, admission pH and anion gap, BHB, blood urea nitrogen (BUN), serum creatinine, serum blood glucose, HgbA1c, and the Charlson Comorbidity Index.24 A stepwise model selection method was used to determine the significant variables in the ANCOVA model.",0,0,0,0
PMC5574429,Data were entered into a Microsoft Excel spreadsheet and analyzed using SAS V.9.3.,0,0,0,0
PMC5574429,This study was prospectively approved by the Institutional Review Board (IRB) of the Riverside University Health System Medical Center.,0,0,0,0
PMC4023579,"Materials and MethodsStudy PopulationA population‐based prospective study of cardiovascular disease and its risk factors has been underway since 1961 in the town of Hisayama, a suburb of the Fukuoka metropolitan area on Japan's Kyushu Island.",0,0,0,0
PMC4023579,"The population of the town has been stable for 50 years, and was approximately 8,000 in 2010.",0,0,0,0
PMC4023579,"The age and occupational distributions, and nutritional intake of the population were almost similar to those of Japan as a whole based on data from the national census and nutrition survey15.",0,0,0,0
PMC4023579,"As a part of the study, two cross‐sectional diabetes surveys have been carried out on Hisayama residents in a similar manner in 1988 and 2002.",0,0,0,0
PMC4023579,A detailed description of these surveys was published previously15.,0,0,0,0
PMC4023579,"Briefly, of a total of 3,227 residents in 1988 aged 40–79 years based on the town registry, 2,587 (participation rate, 80.2%) consented to taking part in a comprehensive assessment, including the 75‐g OGTT.",0,0,0,0
PMC4023579,"After excluding 82 subjects who had already had breakfast, 10 who were on insulin therapy and 15 because of complaints of nausea or general fatigue during the ingestion of glucose, a total of 2,480 subjects completed the 75‐g OGTT.",0,1,0,0
PMC4023579,"Among the excluded subjects, 10 who were on insulin therapy for type 2 diabetes, who had been diagnosed by their attending physicians, were included in the analysis; thus, the final 1988 study group comprised 2,490 participants (1,077 men and 1,413 women).",0,1,0,0
PMC4023579,"In 2002, of a total of 3,896 residents aged 40–79 years, 3,000 (participation rate, 77.0%) consented to participating in the examination, and underwent a comprehensive assessment.",0,0,0,0
PMC4023579,"Of these, a total of 2,822 participants completed the OGTT after excluding 46 who had already eaten breakfast, 32 who were on insulin therapy and 100 who refused the OGTT.",0,1,0,0
PMC4023579,"Among the participants who received insulin therapy, two with a clinical diagnosis of type 1 diabetes were excluded, and the remaining 30 subjects who were on insulin therapy were included in the analysis.",0,1,0,0
PMC4023579,"Consequently, 2,852 participants (1,257 men and 1,595 women) made up the final 2002 study group.",0,0,0,0
PMC4023579,"Clinical Evaluation and Laboratory MeasurementsIn both the 1988 and 2002 surveys, clinical evaluation and laboratory measurements were carried out in a similar manner.",0,0,0,0
PMC4023579,"The study participants underwent the OGTT between 08.00 h and 10.30 h after an overnight fast of at least 12 h. Blood for the glucose assay was obtained by venipuncture into tubes containing sodium fluoride at fasting and at 2‐h postload, and was separated into plasma and blood cells within 20 min.",0,0,0,1
PMC4023579,Plasma glucose concentrations were determined by the glucose‐oxidase method.,0,0,0,1
PMC4023579,"Glucose tolerance status was defined by the 1998 World Health Organization criteria17; namely, for normal glucose tolerance, fasting plasma glucose (FPG) <6.1 and 2‐h postload glucose (PG) <7.8; for impaired fasting glycemia (IFG), FPG 6.1–6.9 and 2‐h PG <7.8; for impaired glucose tolerance (IGT), FPG <7.0 and 2‐h PG 7.8–11.0; and for diabetes, FPG ≥7.0 mmol/L or 2‐h PG ≥11.1 mmol/L or both, or the use of antidiabetic medications.",1,0,0,0
PMC4023579,Prediabetes was defined as either IFG or IGT.,1,0,0,0
PMC4023579,Total and high‐density lipoprotein (HDL) cholesterols and triglycerides were determined enzymatically.,0,0,0,1
PMC4023579,"The height and weight were measured with the participant in light clothes without shoes, and the body mass index (BMI; kg/m2) was calculated.",0,0,1,0
PMC4023579,Overall obesity was defined as a BMI ≥25.0 kg/m2.,1,0,0,0
PMC4023579,"Waist circumference was measured at the umbilical level with the participant standing by a trained staff member, and central obesity was defined as a waist circumference ≥90 cm in men and ≥80 cm in women.",1,0,0,1
PMC4023579,"Blood pressure was obtained three times using a mercury sphygmomanometer in 1988 and an automated sphygmomanometer (BP‐203RV III; Colin, Tokyo, Japan) in 2002 with the participant in a sitting position after rest for at least 5 min; the average values were used in the analyses.",0,0,0,1
PMC4023579,"Hypertension was defined as a systolic blood pressure ≥140 mmHg, a diastolic blood pressure ≥90 mmHg or current treatment with antihypertensive agents.",1,0,0,0
PMC4023579,"Each participant completed a self‐administered questionnaire covering medical history, antidiabetic and antihypertensive treatments, alcohol intake, smoking habits, and physical activity.",0,0,0,0
PMC4023579,Alcohol intake and smoking habits were classified as either current use or not.,1,0,0,0
PMC4023579,Participants engaging in sports at least three times per week during their leisure time were defined as the regular exercise group.,1,0,0,0
